Date,Opponent,Segment,Arena,Location,Attendance,Home Team,Year
14-Jun-03,Houston Comets,Regular season,US Airways Center,"Phoenix, AZ",7260,Phoenix Mercury,2003
17-Jun-03,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",8950,Phoenix Mercury,2003
21-Jun-03,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",7964,Phoenix Mercury,2003
10-Jul-03,Cleveland Rockers,Regular season,US Airways Center,"Phoenix, AZ",8420,Phoenix Mercury,2003
19-Jul-03,Connecticut Sun,Regular season,US Airways Center,"Phoenix, AZ",7602,Phoenix Mercury,2003
29-Jul-03,New York Liberty,Regular season,US Airways Center,"Phoenix, AZ",8811,Phoenix Mercury,2003
6-Aug-03,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",8282,Phoenix Mercury,2003
8-Aug-03,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",9219,Phoenix Mercury,2003
13-Aug-03,Detroit Shock,Regular season,US Airways Center,"Phoenix, AZ",7132,Phoenix Mercury,2003
15-Aug-03,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",9423,Phoenix Mercury,2003
16-Aug-03,Sacramento Monarchs,Regular season,US Airways Center,"Phoenix, AZ",10203,Phoenix Mercury,2003
20-Aug-03,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",9757,Phoenix Mercury,2003
22-Aug-03,San Antonio Silver Stars,Regular season,US Airways Center,"Phoenix, AZ",10123,Phoenix Mercury,2003
20-May-04,Sacramento Monarchs,Regular season,US Airways Center,"Phoenix, AZ",10493,Phoenix Mercury,2004
28-May-04,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",5368,Phoenix Mercury,2004
1-Jun-04,Houston Comets,Regular season,US Airways Center,"Phoenix, AZ",5147,Phoenix Mercury,2004
9-Jun-04,Connecticut Sun,Regular season,US Airways Center,"Phoenix, AZ",6241,Phoenix Mercury,2004
11-Jun-04,Charlotte Sting,Regular season,US Airways Center,"Phoenix, AZ",6914,Phoenix Mercury,2004
18-Jun-04,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",9022,Phoenix Mercury,2004
22-Jun-04,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",6292,Phoenix Mercury,2004
24-Jun-04,New York Liberty,Regular season,US Airways Center,"Phoenix, AZ",7975,Phoenix Mercury,2004
26-Jun-04,San Antonio Silver Stars,Regular season,US Airways Center,"Phoenix, AZ",9597,Phoenix Mercury,2004
18-Jul-04,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",6567,Phoenix Mercury,2004
21-Jul-04,San Antonio Silver Stars,Regular season,US Airways Center,"Phoenix, AZ",6904,Phoenix Mercury,2004
24-Jul-04,Indiana Fever,Regular season,US Airways Center,"Phoenix, AZ",8966,Phoenix Mercury,2004
4-Sep-04,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",8887,Phoenix Mercury,2004
8-Sep-04,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",6062,Phoenix Mercury,2004
11-Sep-04,Detroit Shock,Regular season,US Airways Center,"Phoenix, AZ",8116,Phoenix Mercury,2004
17-Sep-04,Washington Mystics,Regular season,US Airways Center,"Phoenix, AZ",8328,Phoenix Mercury,2004
19-Sep-04,Houston Comets,Regular season,US Airways Center,"Phoenix, AZ",8969,Phoenix Mercury,2004
21-May-05,Sacramento Monarchs,Regular season,US Airways Center,"Phoenix, AZ",10503,Phoenix Mercury,2005
2-Jun-05,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",7132,Phoenix Mercury,2005
15-Jun-05,San Antonio Silver Stars,Regular season,US Airways Center,"Phoenix, AZ",9184,Phoenix Mercury,2005
25-Jun-05,Connecticut Sun,Regular season,US Airways Center,"Phoenix, AZ",8091,Phoenix Mercury,2005
6-Jul-05,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",6919,Phoenix Mercury,2005
13-Jul-05,Charlotte Sting,Regular season,US Airways Center,"Phoenix, AZ",6063,Phoenix Mercury,2005
15-Jul-05,Washington Mystics,Regular season,US Airways Center,"Phoenix, AZ",6116,Phoenix Mercury,2005
21-Jul-05,New York Liberty,Regular season,US Airways Center,"Phoenix, AZ",6431,Phoenix Mercury,2005
26-Jul-05,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",8249,Phoenix Mercury,2005
3-Aug-05,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",5865,Phoenix Mercury,2005
5-Aug-05,Houston Comets,Regular season,US Airways Center,"Phoenix, AZ",7731,Phoenix Mercury,2005
12-Aug-05,Sacramento Monarchs,Regular season,US Airways Center,"Phoenix, AZ",7512,Phoenix Mercury,2005
14-Aug-05,Indiana Fever,Regular season,US Airways Center,"Phoenix, AZ",6279,Phoenix Mercury,2005
16-Aug-05,Detroit Shock,Regular season,US Airways Center,"Phoenix, AZ",6239,Phoenix Mercury,2005
19-Aug-05,San Antonio Silver Stars,Regular season,US Airways Center,"Phoenix, AZ",6994,Phoenix Mercury,2005
21-Aug-05,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",6310,Phoenix Mercury,2005
25-Aug-05,Houston Comets,Regular season,US Airways Center,"Phoenix, AZ",8528,Phoenix Mercury,2005
25-May-06,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",10401,Phoenix Mercury,2006
31-May-06,San Antonio Silver Stars,Regular season,US Airways Center,"Phoenix, AZ",5091,Phoenix Mercury,2006
6-Jun-06,Sacramento Monarchs,Regular season,US Airways Center,"Phoenix, AZ",7121,Phoenix Mercury,2006
9-Jun-06,Detroit Shock,Regular season,US Airways Center,"Phoenix, AZ",6157,Phoenix Mercury,2006
16-Jun-06,Connecticut Sun,Regular season,US Airways Center,"Phoenix, AZ",6378,Phoenix Mercury,2006
23-Jun-06,Indiana Fever,Regular season,US Airways Center,"Phoenix, AZ",5968,Phoenix Mercury,2006
25-Jun-06,Chicago Sky,Regular season,US Airways Center,"Phoenix, AZ",6124,Phoenix Mercury,2006
28-Jun-06,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",11661,Phoenix Mercury,2006
2-Jul-06,Washington Mystics,Regular season,US Airways Center,"Phoenix, AZ",6847,Phoenix Mercury,2006
14-Jul-06,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",8616,Phoenix Mercury,2006
16-Jul-06,New York Liberty,Regular season,US Airways Center,"Phoenix, AZ",6727,Phoenix Mercury,2006
25-Jul-06,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",7164,Phoenix Mercury,2006
30-Jul-06,Houston Comets,Regular season,US Airways Center,"Phoenix, AZ",7755,Phoenix Mercury,2006
3-Aug-06,Charlotte Sting,Regular season,US Airways Center,"Phoenix, AZ",7078,Phoenix Mercury,2006
5-Aug-06,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",7952,Phoenix Mercury,2006
8-Aug-06,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",8240,Phoenix Mercury,2006
13-Aug-06,Sacramento Monarchs,Regular season,US Airways Center,"Phoenix, AZ",8150,Phoenix Mercury,2006
19-May-07,San Antonio Silver Stars,Regular season,US Airways Center,"Phoenix, AZ",10401,Phoenix Mercury,2007
25-May-07,Houston Comets,Regular season,US Airways Center,"Phoenix, AZ",8001,Phoenix Mercury,2007
29-May-07,Sacramento Monarchs,Regular season,US Airways Center,"Phoenix, AZ",7026,Phoenix Mercury,2007
5-Jun-07,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",6378,Phoenix Mercury,2007
7-Jun-07,Chicago Sky,Regular season,US Airways Center,"Phoenix, AZ",6161,Phoenix Mercury,2007
20-Jun-07,Washington Mystics,Regular season,US Airways Center,"Phoenix, AZ",6047,Phoenix Mercury,2007
22-Jun-07,Detroit Shock,Regular season,US Airways Center,"Phoenix, AZ",6614,Phoenix Mercury,2007
24-Jun-07,Houston Comets,Regular season,US Airways Center,"Phoenix, AZ",6033,Phoenix Mercury,2007
6-Jul-07,Connecticut Sun,Regular season,US Airways Center,"Phoenix, AZ",7131,Phoenix Mercury,2007
11-Jul-07,San Antonio Silver Stars,Regular season,US Airways Center,"Phoenix, AZ",13569,Phoenix Mercury,2007
17-Jul-07,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",7804,Phoenix Mercury,2007
20-Jul-07,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",6362,Phoenix Mercury,2007
22-Jul-07,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",6602,Phoenix Mercury,2007
29-Jul-07,Indiana Fever,Regular season,US Airways Center,"Phoenix, AZ",7495,Phoenix Mercury,2007
9-Aug-07,New York Liberty,Regular season,US Airways Center,"Phoenix, AZ",6971,Phoenix Mercury,2007
11-Aug-07,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",9555,Phoenix Mercury,2007
19-Aug-07,Sacramento Monarchs,Regular season,US Airways Center,"Phoenix, AZ",8935,Phoenix Mercury,2007
26-Aug-07,Seattle Storm,Western Conference Semifinals,US Airways Center,"Phoenix, AZ",7428,Phoenix Mercury,2007
1-Sep-07,San Antonio Silver Stars,Western Conference Finals,US Airways Center,"Phoenix, AZ",8106,Phoenix Mercury,2007
11-Sep-07,Detroit Shock,Finals,US Airways Center,"Phoenix, AZ",12024,Phoenix Mercury,2007
13-Sep-07,Detroit Shock,Finals,US Airways Center,"Phoenix, AZ",12813,Phoenix Mercury,2007
17-May-08,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",13749,Phoenix Mercury,2008
22-May-08,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",7059,Phoenix Mercury,2008
3-Jun-08,Washington Mystics,Regular season,US Airways Center,"Phoenix, AZ",7561,Phoenix Mercury,2008
14-Jun-08,Detroit Shock,Regular season,US Airways Center,"Phoenix, AZ",7696,Phoenix Mercury,2008
18-Jun-08,Connecticut Sun,Regular season,US Airways Center,"Phoenix, AZ",4478,Phoenix Mercury,2008
20-Jun-08,Chicago Sky,Regular season,US Airways Center,"Phoenix, AZ",7311,Phoenix Mercury,2008
5-Jul-08,New York Liberty,Regular season,US Airways Center,"Phoenix, AZ",6481,Phoenix Mercury,2008
8-Jul-08,Houston Comets,Regular season,US Airways Center,"Phoenix, AZ",15499,Phoenix Mercury,2008
15-Jul-08,San Antonio Silver Stars,Regular season,US Airways Center,"Phoenix, AZ",6451,Phoenix Mercury,2008
17-Jul-08,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",7981,Phoenix Mercury,2008
19-Jul-08,Atlanta Dream,Regular season,US Airways Center,"Phoenix, AZ",7913,Phoenix Mercury,2008
25-Jul-08,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",8323,Phoenix Mercury,2008
27-Jul-08,Indiana Fever,Regular season,US Airways Center,"Phoenix, AZ",7924,Phoenix Mercury,2008
28-Aug-08,San Antonio Silver Stars,Regular season,US Airways Center,"Phoenix, AZ",7931,Phoenix Mercury,2008
3-Sep-08,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",7722,Phoenix Mercury,2008
5-Sep-08,Sacramento Monarchs,Regular season,US Airways Center,"Phoenix, AZ",10527,Phoenix Mercury,2008
7-Sep-08,Houston Comets,Regular season,US Airways Center,"Phoenix, AZ",10261,Phoenix Mercury,2008
6-Jun-09,San Antonio Silver Stars,Regular season,US Airways Center,"Phoenix, AZ",13582,Phoenix Mercury,2009
10-Jun-09,New York Liberty,Regular season,US Airways Center,"Phoenix, AZ",5080,Phoenix Mercury,2009
13-Jun-09,Sacramento Monarchs,Regular season,US Airways Center,"Phoenix, AZ",7173,Phoenix Mercury,2009
17-Jun-09,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",6524,Phoenix Mercury,2009
19-Jun-09,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",8255,Phoenix Mercury,2009
21-Jun-09,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",6181,Phoenix Mercury,2009
1-Jul-09,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",6341,Phoenix Mercury,2009
8-Jul-09,Chicago Sky,Regular season,US Airways Center,"Phoenix, AZ",5597,Phoenix Mercury,2009
15-Jul-09,Sacramento Monarchs,Regular season,US Airways Center,"Phoenix, AZ",11590,Phoenix Mercury,2009
18-Jul-09,Detroit Shock,Regular season,US Airways Center,"Phoenix, AZ",8288,Phoenix Mercury,2009
22-Jul-09,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",7360,Phoenix Mercury,2009
8-Aug-09,Indiana Fever,Regular season,US Airways Center,"Phoenix, AZ",9867,Phoenix Mercury,2009
13-Aug-09,San Antonio Silver Stars,Regular season,US Airways Center,"Phoenix, AZ",6522,Phoenix Mercury,2009
21-Aug-09,Washington Mystics,Regular season,US Airways Center,"Phoenix, AZ",9155,Phoenix Mercury,2009
29-Aug-09,Connecticut Sun,Regular season,US Airways Center,"Phoenix, AZ",9977,Phoenix Mercury,2009
5-Sep-09,Atlanta Dream,Regular season,US Airways Center,"Phoenix, AZ",10424,Phoenix Mercury,2009
13-Sep-09,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",12968,Phoenix Mercury,2009
19-Sep-09,San Antonio Silver Stars,Western Conference Semifinals,US Airways Center,"Phoenix, AZ",7267,Phoenix Mercury,2009
21-Sep-09,San Antonio Silver Stars,Western Conference Semifinals,US Airways Center,"Phoenix, AZ",6896,Phoenix Mercury,2009
25-Sep-09,Los Angeles Sparks,Western Conference Finals,US Airways Center,"Phoenix, AZ",7628,Phoenix Mercury,2009
26-Sep-09,Los Angeles Sparks,Western Conference Finals,US Airways Center,"Phoenix, AZ",7226,Phoenix Mercury,2009
29-Sep-09,Indiana Fever,Finals,US Airways Center,"Phoenix, AZ",11617,Phoenix Mercury,2009
1-Oct-09,Indiana Fever,Finals,US Airways Center,"Phoenix, AZ",16758,Phoenix Mercury,2009
9-Oct-09,Indiana Fever,Finals,US Airways Center,"Phoenix, AZ",17313,Phoenix Mercury,2009
15-May-10,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",14772,Phoenix Mercury,2010
22-May-10,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",10144,Phoenix Mercury,2010
28-May-10,Atlanta Dream,Regular season,US Airways Center,"Phoenix, AZ",7986,Phoenix Mercury,2010
4-Jun-10,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",6485,Phoenix Mercury,2010
10-Jun-10,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",5506,Phoenix Mercury,2010
12-Jun-10,Tulsa Shock,Regular season,US Airways Center,"Phoenix, AZ",6580,Phoenix Mercury,2010
18-Jun-10,San Antonio Silver Stars,Regular season,US Airways Center,"Phoenix, AZ",6147,Phoenix Mercury,2010
20-Jun-10,Connecticut Sun,Regular season,US Airways Center,"Phoenix, AZ",6068,Phoenix Mercury,2010
1-Jul-10,Washington Mystics,Regular season,US Airways Center,"Phoenix, AZ",5509,Phoenix Mercury,2010
3-Jul-10,New York Liberty,Regular season,US Airways Center,"Phoenix, AZ",6780,Phoenix Mercury,2010
14-Jul-10,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",13508,Phoenix Mercury,2010
17-Jul-10,Tulsa Shock,Regular season,US Airways Center,"Phoenix, AZ",8564,Phoenix Mercury,2010
29-Jul-10,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",7037,Phoenix Mercury,2010
1-Aug-10,Chicago Sky,Regular season,US Airways Center,"Phoenix, AZ",11237,Phoenix Mercury,2010
6-Aug-10,San Antonio Silver Stars,Regular season,US Airways Center,"Phoenix, AZ",12909,Phoenix Mercury,2010
8-Aug-10,Indiana Fever,Regular season,US Airways Center,"Phoenix, AZ",10995,Phoenix Mercury,2010
20-Aug-10,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",12459,Phoenix Mercury,2010
26-Aug-10,San Antonio Silver Stars,Western Conference Semifinals,US Airways Center,"Phoenix, AZ",8927,Phoenix Mercury,2010
5-Sep-10,Seattle Storm,Western Conference Finals,US Airways Center,"Phoenix, AZ",9010,Phoenix Mercury,2010
17-Jun-11,San Antonio Silver Stars,Regular season,US Airways Center,"Phoenix, AZ",12274,Phoenix Mercury,2011
19-Jun-11,Indiana Fever,Regular season,US Airways Center,"Phoenix, AZ",7701,Phoenix Mercury,2011
1-Jul-11,Chicago Sky,Regular season,US Airways Center,"Phoenix, AZ",9517,Phoenix Mercury,2011
5-Jul-11,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",9826,Phoenix Mercury,2011
10-Jul-11,Tulsa Shock,Regular season,US Airways Center,"Phoenix, AZ",7696,Phoenix Mercury,2011
15-Jul-11,Washington Mystics,Regular season,US Airways Center,"Phoenix, AZ",9075,Phoenix Mercury,2011
20-Jul-11,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",12118,Phoenix Mercury,2011
26-Jul-11,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",6108,Phoenix Mercury,2011
7-Aug-11,Connecticut Sun,Regular season,US Airways Center,"Phoenix, AZ",8514,Phoenix Mercury,2011
9-Aug-11,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",6726,Phoenix Mercury,2011
11-Aug-11,Atlanta Dream,Regular season,US Airways Center,"Phoenix, AZ",7940,Phoenix Mercury,2011
16-Aug-11,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",8870,Phoenix Mercury,2011
20-Aug-11,San Antonio Silver Stars,Regular season,US Airways Center,"Phoenix, AZ",10134,Phoenix Mercury,2011
23-Aug-11,New York Liberty,Regular season,US Airways Center,"Phoenix, AZ",8871,Phoenix Mercury,2011
3-Sep-11,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",9620,Phoenix Mercury,2011
8-Sep-11,Tulsa Shock,Regular season,US Airways Center,"Phoenix, AZ",8189,Phoenix Mercury,2011
11-Sep-11,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",12666,Phoenix Mercury,2011
17-Sep-11,Seattle Storm,Western Conference Semifinals,US Airways Center,"Phoenix, AZ",9356,Phoenix Mercury,2011
25-Sep-11,Minnesota Lynx,Western Conference Finals,US Airways Center,"Phoenix, AZ",8617,Phoenix Mercury,2011
26-May-12,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",10200,Phoenix Mercury,2012
3-Jun-12,Tulsa Shock,Regular season,US Airways Center,"Phoenix, AZ",7178,Phoenix Mercury,2012
15-Jun-12,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",7394,Phoenix Mercury,2012
20-Jun-12,Washington Mystics,Regular season,US Airways Center,"Phoenix, AZ",5751,Phoenix Mercury,2012
23-Jun-12,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",9670,Phoenix Mercury,2012
7-Jul-12,Atlanta Dream,Regular season,US Airways Center,"Phoenix, AZ",7948,Phoenix Mercury,2012
10-Jul-12,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",9336,Phoenix Mercury,2012
13-Jul-12,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",7647,Phoenix Mercury,2012
19-Aug-12,San Antonio Silver Stars,Regular season,US Airways Center,"Phoenix, AZ",10656,Phoenix Mercury,2012
23-Aug-12,New York Liberty,Regular season,US Airways Center,"Phoenix, AZ",7039,Phoenix Mercury,2012
25-Aug-12,Indiana Fever,Regular season,US Airways Center,"Phoenix, AZ",9079,Phoenix Mercury,2012
1-Sep-12,San Antonio Silver Stars,Regular season,US Airways Center,"Phoenix, AZ",5964,Phoenix Mercury,2012
12-Sep-12,Connecticut Sun,Regular season,US Airways Center,"Phoenix, AZ",5421,Phoenix Mercury,2012
14-Sep-12,Tulsa Shock,Regular season,US Airways Center,"Phoenix, AZ",6719,Phoenix Mercury,2012
16-Sep-12,Chicago Sky,Regular season,US Airways Center,"Phoenix, AZ",8044,Phoenix Mercury,2012
21-Sep-12,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",7217,Phoenix Mercury,2012
23-Sep-12,Seattle Storm,Regular season,US Airways Center,"Phoenix, AZ",7576,Phoenix Mercury,2012
27-May-13,Chicago Sky,Regular season,US Airways Center,"Phoenix, AZ",10200,Phoenix Mercury,2013
14-Jun-13,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",13065,Phoenix Mercury,2013
19-Jun-13,Minnesota Lynx,Regular season,US Airways Center,"Phoenix, AZ",8464,Phoenix Mercury,2013
21-Jun-13,Washington Mystics,Regular season,US Airways Center,"Phoenix, AZ",9636,Phoenix Mercury,2013
2-Jul-13,New York Liberty,Regular season,US Airways Center,"Phoenix, AZ",7636,Phoenix Mercury,2013
10-Jul-13,San Antonio Silver Stars,Regular season,US Airways Center,"Phoenix, AZ",8707,Phoenix Mercury,2013
14-Jul-13,Los Angeles Sparks,Regular season,US Airways Center,"Phoenix, AZ",8233,Phoenix Mercury,2013
